,,Ciclo Respiratorio,Crepitancia,Sibilancia,Varianza,Rango,Suma de Promedios,Promedio de Espectros
104_1b1_Pr_sc_Litt3200.wav,4,5,0.0,0.0,9.493171403852084e-06,0.02656482381167409,-3.165522586576885e-05,1.898594947141232e-05
104_1b1_Pr_sc_Litt3200.wav,5,6,0.0,0.0,3.2017104826370877e-06,0.025899674107269746,2.9409545648180865e-07,6.403251786384735e-06
104_1b1_Pr_sc_Litt3200.wav,6,7,0.0,0.0,3.882992370700222e-06,0.021952759937770242,-2.4319275269439555e-05,7.76568979325227e-06
104_1b1_Pr_sc_Litt3200.wav,7,8,0.0,0.0,5.728479849155786e-06,0.025251415727923478,-1.311323432537687e-05,1.1456270682212318e-05
104_1b1_Pr_sc_Litt3200.wav,8,9,0.0,0.0,3.6593272086707623e-06,0.02353353926362109,2.0849125362309502e-05,7.318290105806988e-06
104_1b1_Pr_sc_Litt3200.wav,9,10,0.0,0.0,4.630899809217613e-06,0.02860538401564163,-5.683240068027723e-05,9.261523113789346e-06
105_1b1_Tc_sc_Meditron.wav,0,1,0.0,0.0,0.00033139268826327896,0.15666925821472677,-1.0693541072523681e-06,0.0006627719760943597
105_1b1_Tc_sc_Meditron.wav,1,2,0.0,0.0,0.00030660857933946474,0.15386245545755425,3.2274420317130344e-06,0.0006132064627820716
105_1b1_Tc_sc_Meditron.wav,2,3,0.0,0.0,0.00025765462761395875,0.1548028806773453,2.514565690441359e-07,0.0005153003629198032
105_1b1_Tc_sc_Meditron.wav,3,4,0.0,0.0,0.0002873417283001566,0.1605383421306565,1.1938778407894934e-07,0.0005746650319439509
105_1b1_Tc_sc_Meditron.wav,4,5,0.0,0.0,0.0002619017545982396,0.14798763131418363,1.7562409033578398e-08,0.0005237956643034252
105_1b1_Tc_sc_Meditron.wav,5,6,0.0,0.0,0.00027407753060990596,0.1509300848675918,-2.677173445837065e-09,0.00054814623026445
105_1b1_Tc_sc_Meditron.wav,6,7,0.0,0.0,0.00018614985663075443,0.13269573195525114,-9.240121665208476e-08,0.00037229374309291884
105_1b1_Tc_sc_Meditron.wav,7,8,0.0,0.0,0.00012913222002483725,0.11472725437179072,5.483065683818798e-07,0.00025823841582153556
106_2b1_Pl_mc_LittC2SE.wav,0,1,1.0,0.0,3.686307903234984e-05,0.06118053465726728,-4.0788824479876553e-07,7.372301583403588e-05
106_2b1_Pl_mc_LittC2SE.wav,1,2,1.0,0.0,4.0666606380460275e-05,0.06560610179222764,4.08859022211639e-07,8.133021042748533e-05
106_2b1_Pl_mc_LittC2SE.wav,2,3,0.0,0.0,2.273263303537431e-05,0.05811175708724731,-9.086228484438982e-08,4.546365399876796e-05
106_2b1_Pl_mc_LittC2SE.wav,3,4,1.0,0.0,3.332241390343369e-05,0.058811443144804666,9.248608934422258e-06,6.664236768033334e-05
106_2b1_Pl_mc_LittC2SE.wav,4,5,1.0,0.0,4.5626312608080074e-05,0.060561679212642154,-8.163745180566695e-06,9.124913456413596e-05
106_2b1_Pl_mc_LittC2SE.wav,5,6,1.0,0.0,5.9352118901438456e-05,0.06593127642582895,1.5930786027324478e-05,0.00011870199479925265
106_2b1_Pl_mc_LittC2SE.wav,6,7,1.0,0.0,5.604471219319884e-05,0.06408274987003029,-3.0467758502660247e-06,0.00011208516356515673
106_2b1_Pl_mc_LittC2SE.wav,7,8,1.0,0.0,4.989716980764274e-05,0.06398440920776899,1.464859291537246e-06,9.979059020366786e-05
106_2b1_Pl_mc_LittC2SE.wav,8,9,1.0,0.0,7.019546153518189e-05,0.05656774225877159,4.037056696983836e-05,0.0001403825134068278
106_2b1_Pr_mc_LittC2SE.wav,0,1,0.0,1.0,9.162316696734429e-05,0.10393722403920638,-8.567537850514535e-07,0.0001832422097373998
106_2b1_Pr_mc_LittC2SE.wav,1,2,0.0,1.0,0.00012490593373770141,0.10480064728217468,1.0634431013622366e-05,0.0002498028044995112
106_2b1_Pr_mc_LittC2SE.wav,2,3,0.0,0.0,7.584730476570133e-05,0.09184851832175209,-3.1352720316184826e-08,0.00015169187313971615
106_2b1_Pr_mc_LittC2SE.wav,3,4,0.0,1.0,0.00011275660368551106,0.10514512047919405,1.8973398262947448e-07,0.00022550913937897048
106_2b1_Pr_mc_LittC2SE.wav,4,5,0.0,1.0,0.0001270609314901074,0.10595625832936531,-1.8493784338411165e-07,0.00025411231526970305
106_2b1_Pr_mc_LittC2SE.wav,5,6,0.0,1.0,0.00017182402269741946,0.1064011641879791,-8.322399349895827e-07,0.0003436345816726406
106_2b1_Pr_mc_LittC2SE.wav,6,7,0.0,1.0,0.00014856245306937738,0.10988292343525977,-2.9385909226042494e-07,0.0002971194531049465
106_2b1_Pr_mc_LittC2SE.wav,7,8,0.0,1.0,0.00013544511269897815,0.09946178055873023,-1.6981764769540366e-06,0.0002708849165313902
106_2b1_Pr_mc_LittC2SE.wav,8,9,0.0,0.0,0.0002452500914346331,0.1032401488520604,-4.125864050768777e-05,0.000490474257912455
107_2b3_Al_mc_AKGC417L.wav,0,1,1.0,0.0,0.0017527393372754891,0.3251301014790948,6.492489587953953e-06,0.0035053859272053717
107_2b3_Al_mc_AKGC417L.wav,1,2,1.0,0.0,0.0022349131810320234,0.3994506186759381,-6.455644732741544e-06,0.004469752001286106
107_2b3_Al_mc_AKGC417L.wav,2,3,1.0,0.0,0.0025507228653882954,0.39896937776342223,4.4649292912748765e-06,0.0051013566132143895
107_2b3_Al_mc_AKGC417L.wav,3,4,1.0,0.0,0.0026052495272484845,0.41452279196985775,1.451288962007125e-05,0.005210408415053376
107_2b3_Al_mc_AKGC417L.wav,4,5,1.0,0.0,0.002271506096496389,0.4263015637593496,-1.6971392639836401e-06,0.004542857637226533
107_2b3_Al_mc_AKGC417L.wav,5,6,1.0,0.0,0.002893332747896572,0.4291046218985471,1.3190890309101215e-06,0.005786443954235112
107_2b3_Al_mc_AKGC417L.wav,6,7,1.0,0.0,0.002211859413726088,0.40225152057382374,5.9289578448622426e-06,0.004423638226205411
107_2b3_Al_mc_AKGC417L.wav,7,8,0.0,0.0,0.002746081506718057,0.38697658816496117,-3.276054634834496e-06,0.005491687295548418
107_2b3_Ar_mc_AKGC417L.wav,0,1,1.0,0.0,0.002160780362458125,0.424647826394141,-1.7651275519690389e-06,0.004321446385813568
107_2b3_Ar_mc_AKGC417L.wav,1,2,1.0,1.0,0.002110989476797789,0.47012614911527456,-2.834209586664536e-06,0.004221908716048521
107_2b3_Ar_mc_AKGC417L.wav,2,3,1.0,1.0,0.0022293004239835263,0.42146288553205563,1.2253742191665883e-05,0.004458522960313361
107_2b3_Ar_mc_AKGC417L.wav,3,4,1.0,1.0,0.002641436475512223,0.5488004091955251,-3.5723397722320976e-05,0.005282781052597856
107_2b3_Ar_mc_AKGC417L.wav,4,5,1.0,1.0,0.0022026839178701098,0.43798663410172556,6.655387891325367e-06,0.004405217962710495
107_2b3_Ar_mc_AKGC417L.wav,5,6,1.0,1.0,0.002774373227133007,0.4517474413072961,-9.167762269361291e-05,0.005548534021400231
107_2b3_Ar_mc_AKGC417L.wav,6,7,1.0,1.0,0.002397559383288891,0.49424263961722925,-2.4160763858559084e-06,0.004795031398332637
107_2b3_Ar_mc_AKGC417L.wav,7,8,1.0,1.0,0.0027933846719412794,0.4564189682005908,-5.383640935705669e-05,0.005586285431423149
107_2b3_Ll_mc_AKGC417L.wav,0,1,1.0,0.0,0.0009459274537712838,0.2578529843626397,5.0117767989388265e-05,0.001891804853174181
107_2b3_Ll_mc_AKGC417L.wav,1,2,1.0,0.0,0.001123930518322624,0.2948121585895014,-4.287864956675474e-08,0.0022478236408535893
107_2b3_Ll_mc_AKGC417L.wav,2,3,1.0,0.0,0.0010935636612771553,0.29233860317444393,2.8645654163015446e-06,0.0021870891154527365
107_2b3_Ll_mc_AKGC417L.wav,3,4,1.0,0.0,0.0011607340559598703,0.28866435040766913,-1.4800031224947262e-06,0.002321427728728844
107_2b3_Ll_mc_AKGC417L.wav,4,5,1.0,0.0,0.000914531009452488,0.31408234990899014,9.362604242355257e-05,0.0018289997932120143
107_2b3_Ll_mc_AKGC417L.wav,5,6,1.0,0.0,0.001295349514658747,0.29616069055814975,-4.987615758293327e-05,0.0025905998448217302
107_2b3_Ll_mc_AKGC417L.wav,6,7,1.0,0.0,0.000941961896225658,0.306166621239499,-2.560829440204727e-05,0.0018838894668957366
107_2b3_Ll_mc_AKGC417L.wav,7,8,1.0,0.0,0.0013611039035878376,0.3352451649504822,1.1628290046580572e-05,0.002721972016113988
107_2b3_Lr_mc_AKGC417L.wav,0,1,0.0,0.0,0.0007629510484762524,0.2203424999547522,-2.677448047485049e-06,0.0015258617248999871
107_2b3_Lr_mc_AKGC417L.wav,1,2,1.0,0.0,0.0010540692203005347,0.28748390477035723,-1.7812689921418958e-06,0.0021081033692578553
107_2b3_Lr_mc_AKGC417L.wav,2,3,1.0,0.0,0.0010517947219781058,0.3122642013093519,1.7035935276949183e-06,0.002103552696184499
107_2b3_Lr_mc_AKGC417L.wav,3,4,1.0,0.0,0.000942162916165375,0.28342419889328274,-3.158032341864645e-05,0.001884293053465768
107_2b3_Lr_mc_AKGC417L.wav,4,5,1.0,0.0,0.0010091628858038828,0.2671942543010718,3.976070369926195e-05,0.0020182571070581426
107_2b3_Lr_mc_AKGC417L.wav,5,6,1.0,0.0,0.0010976561949608964,0.305095311075895,-4.5766314399328656e-05,0.002195228342739943
107_2b3_Lr_mc_AKGC417L.wav,6,7,1.0,0.0,0.00144397993504844,0.3128598851788059,-7.8890466515464e-07,0.0028879072507566332
107_2b3_Lr_mc_AKGC417L.wav,7,8,1.0,0.0,0.0019232388921153172,0.35490544473540264,-3.414369885925255e-06,0.003846144611620481
107_2b3_Pl_mc_AKGC417L.wav,0,1,0.0,0.0,0.01016132681415258,0.82431840325154,1.2762878211178757e-05,0.020322115935067026
107_2b3_Pl_mc_AKGC417L.wav,1,2,0.0,0.0,0.005191982880055228,0.9055294129071121,6.631911516989757e-06,0.010383793010721667
107_2b3_Pl_mc_AKGC417L.wav,2,3,0.0,0.0,0.012399399607058386,0.8962820408518493,5.7063617687734295e-06,0.024798366001916133
107_2b3_Pl_mc_AKGC417L.wav,3,4,0.0,0.0,0.009527087146066244,0.8773186741147543,-9.655750371828705e-06,0.01905384283448555
107_2b3_Pl_mc_AKGC417L.wav,4,5,0.0,0.0,0.01100984083748433,0.9705063698465026,-1.106576671121193e-05,0.022018932553322237
107_2b3_Pl_mc_AKGC417L.wav,5,6,0.0,0.0,0.013351770217128313,0.9326737448970449,6.199693751196664e-06,0.026702518093504924
107_2b3_Pl_mc_AKGC417L.wav,6,7,0.0,0.0,0.007267390147370672,0.7724774744223052,-3.114701460347602e-06,0.014534515467463916
107_2b3_Pl_mc_AKGC417L.wav,7,8,0.0,0.0,0.012645007442933112,0.8934778811177262,5.610255933403391e-07,0.025287824325893427
107_2b3_Pr_mc_AKGC417L.wav,0,1,0.0,0.0,0.0053057505963017785,0.6869677910802343,1.367104530219371e-05,0.01061122043534902
107_2b3_Pr_mc_AKGC417L.wav,1,2,1.0,0.0,0.005458954591702204,0.8738139786823758,4.23837028771681e-06,0.010917727551243647
107_2b3_Pr_mc_AKGC417L.wav,2,3,1.0,1.0,0.007807422031187732,0.7617375783390692,8.872094116738883e-06,0.015614571285419595
107_2b3_Pr_mc_AKGC417L.wav,3,4,0.0,0.0,0.006742263653107384,0.6942390198809332,-1.4838634970909414e-06,0.013484292735583549
107_2b3_Pr_mc_AKGC417L.wav,4,5,1.0,0.0,0.006704450449143334,0.7789078729031556,-3.529311704010725e-05,0.013408444720124518
107_2b3_Pr_mc_AKGC417L.wav,5,6,1.0,1.0,0.0074511480839744,0.8040209886392615,1.3021101869650025e-05,0.014901725635936246
107_2b3_Pr_mc_AKGC417L.wav,6,7,1.0,0.0,0.006339410855446896,0.8195017838341603,4.368364205709479e-06,0.012678590699638946
107_2b3_Pr_mc_AKGC417L.wav,7,8,1.0,1.0,0.010177263454573836,0.7643888558961346,-9.69255994787977e-07,0.02035276384921617
107_2b3_Tc_mc_AKGC417L.wav,0,1,0.0,0.0,0.00040476705679237516,0.17178301272870544,-3.2231717086526607e-06,0.0008095126950718498
107_2b3_Tc_mc_AKGC417L.wav,1,2,0.0,0.0,0.00034763730852117094,0.17649479513901448,1.8902906769076646e-06,0.0006952630503376829
107_2b3_Tc_mc_AKGC417L.wav,2,3,0.0,0.0,0.00042013985770122567,0.17491790074154978,3.0450948781086317e-07,0.0008402650364891089
107_2b3_Tc_mc_AKGC417L.wav,3,4,1.0,0.0,0.00043644658868758794,0.1771914170491065,-1.1096439848781752e-06,0.000872877992927182
107_2b3_Tc_mc_AKGC417L.wav,4,5,0.0,0.0,0.0004094892626036477,0.1724692474061807,-5.267144230034124e-07,0.0008189506631087307
107_2b3_Tc_mc_AKGC417L.wav,5,6,0.0,0.0,0.0004942127868878734,0.20006788461269664,1.7633048881599404e-06,0.0009883877320615896
107_2b3_Tc_mc_AKGC417L.wav,6,7,0.0,0.0,0.00045340677166567564,0.19678067366862173,4.850127302006989e-06,0.0009067970209652096
107_2b3_Tc_mc_AKGC417L.wav,7,8,1.0,0.0,0.0005010731009491643,0.1940416110594796,-4.265848315028264e-06,0.001002059398416137
107_2b4_Al_mc_AKGC417L.wav,0,1,1.0,0.0,0.002150593315335183,0.35403191047798876,-7.242780973828944e-05,0.004301105119401593
107_2b4_Al_mc_AKGC417L.wav,1,2,1.0,0.0,0.0019813962312961383,0.36590445117753334,8.20340937653976e-05,0.00396264369795294
